0.00000000,0.00000000,1.00000000
0.01000000,0.01000000,0.95499259
0.02000000,0.02000000,0.92474204
0.03000000,0.03000000,0.90014741
0.04000000,0.04000000,0.87918931
0.05000000,0.05000000,0.86089166
0.06000000,0.06000000,0.84467390
0.07000000,0.07000000,0.83015056
0.08000000,0.08000000,0.81704730
0.09000000,0.09000000,0.80515932
0.10000000,0.10000000,0.79432823
0.11000000,0.11000000,0.78442820
0.12000000,0.12000000,0.77535707
0.13000000,0.13000000,0.76703050
0.14000000,0.14000000,0.75937785
0.15000000,0.15000000,0.75233920
0.16000000,0.16000000,0.74586323
0.17000000,0.17000000,0.73990560
0.18000000,0.18000000,0.73442770
0.19000000,0.19000000,0.72939568
0.20000000,0.20000000,0.72477966
0.21000000,0.21000000,0.72055320
0.22000000,0.22000000,0.71669271
0.23000000,0.23000000,0.71317712
0.24000000,0.24000000,0.70998749
0.25000000,0.25000000,0.70710678
0.26000000,0.26000000,0.70451958
0.27000000,0.27000000,0.70221195
0.28000000,0.28000000,0.70017121
0.29000000,0.29000000,0.69838583
0.30000000,0.30000000,0.69684530
0.31000000,0.31000000,0.69554002
0.32000000,0.32000000,0.69446121
0.33000000,0.33000000,0.69360082
0.34000000,0.34000000,0.69295149
0.35000000,0.35000000,0.69250644
0.36000000,0.36000000,0.69225946
0.37000000,0.37000000,0.69220485
0.38000000,0.38000000,0.69233736
0.39000000,0.39000000,0.69265217
0.40000000,0.40000000,0.69314484
0.41000000,0.41000000,0.69381132
0.42000000,0.42000000,0.69464786
0.43000000,0.43000000,0.69565104
0.44000000,0.44000000,0.69681771
0.45000000,0.45000000,0.69814500
0.46000000,0.46000000,0.69963029
0.47000000,0.47000000,0.70127118
0.48000000,0.48000000,0.70306551
0.49000000,0.49000000,0.70501130
0.50000000,0.50000000,0.70710678
0.51000000,0.51000000,0.70935035
0.52000000,0.52000000,0.71174060
0.53000000,0.53000000,0.71427625
0.54000000,0.54000000,0.71695621
0.55000000,0.55000000,0.71977951
0.56000000,0.56000000,0.72274533
0.57000000,0.57000000,0.72585299
0.58000000,0.58000000,0.72910191
0.59000000,0.59000000,0.73249166
0.60000000,0.60000000,0.73602192
0.61000000,0.61000000,0.73969247
0.62000000,0.62000000,0.74350321
0.63000000,0.63000000,0.74745413
0.64000000,0.64000000,0.75154533
0.65000000,0.65000000,0.75577702
0.66000000,0.66000000,0.76014947
0.67000000,0.67000000,0.76466307
0.68000000,0.68000000,0.76931830
0.69000000,0.69000000,0.77411569
0.70000000,0.70000000,0.77905591
0.71000000,0.71000000,0.78413967
0.72000000,0.72000000,0.78936778
0.73000000,0.73000000,0.79474113
0.74000000,0.74000000,0.80026067
0.75000000,0.75000000,0.80592745
0.76000000,0.76000000,0.81174258
0.77000000,0.77000000,0.81770727
0.78000000,0.78000000,0.82382277
0.79000000,0.79000000,0.83009042
0.80000000,0.80000000,0.83651164
0.81000000,0.81000000,0.84308792
0.82000000,0.82000000,0.84982080
0.83000000,0.83000000,0.85671193
0.84000000,0.84000000,0.86376301
0.85000000,0.85000000,0.87097580
0.86000000,0.86000000,0.87835215
0.87000000,0.87000000,0.88589398
0.88000000,0.88000000,0.89360327
0.89000000,0.89000000,0.90148210
0.90000000,0.90000000,0.90953258
0.91000000,0.91000000,0.91775692
0.92000000,0.92000000,0.92615740
0.93000000,0.93000000,0.93473637
0.94000000,0.94000000,0.94349626
0.95000000,0.95000000,0.95243956
0.96000000,0.96000000,0.96156885
0.97000000,0.97000000,0.97088677
0.98000000,0.98000000,0.98039605
0.99000000,0.99000000,0.99009950
